Date,link,text,len,sentiment
2023-10-31 16:32:00+05:30,https://www.moneycontrol.com/news/business/earnings/reliance-standalone-september-2023-net-sales-at-rs-140450-00-crore-up-2-11-y-o-y-11634921.html,"Net Sales at Rs 140,450.00 crore in September 2023 up 2.11% from Rs. 137,550.00 crore in September 2022.

Quarterly Net Profit at Rs. 11,208.00 crore in September 2023 up 62.08% from Rs. 6,915.00 crore in September 2022.

EBITDA stands at Rs. 22,125.00 crore in September 2023 up 44.4% from Rs. 15,322.00 crore in September 2022.

Reliance EPS has increased to Rs. 16.56 in September 2023 from Rs. 10.22 in September 2022.

Reliance shares closed at 2,312.50 on October 30, 2023 (NSE) and has given -5.27% returns over the last 6 months and -9.30% over the last 12 months.",98,0.9450966119766235
2023-10-30 10:44:00+05:30,https://www.moneycontrol.com/news/business/earnings/reliance-consolidated-september-2023-net-sales-at-rs-234956-00-crore-up-2-13-y-o-y-11623351.html,"Net Sales at Rs 234,956.00 crore in September 2023 up 2.13% from Rs. 230,055.00 crore in September 2022.

Quarterly Net Profit at Rs. 17,394.00 crore in September 2023 up 27.37% from Rs. 13,656.00 crore in September 2022.

EBITDA stands at Rs. 44,809.00 crore in September 2023 up 28.99% from Rs. 34,738.00 crore in September 2022.

Reliance EPS has increased to Rs. 25.71 in September 2023 from Rs. 20.18 in September 2022.

Reliance shares closed at 2,265.80 on October 27, 2023 (NSE) and has given -4.08% returns over the last 6 months and -7.56% over the last 12 months.",98,0.9228623658418655
2023-10-29 20:59:00+05:30,https://www.moneycontrol.com/news/trends/current-affairs/nita-ambani-gets-global-leadership-award-for-philanthropy-usispf-11621021.html,"In an event held in New Delhi, the USISPF Chairman John Chambers and the Board of Directors presented the award to Reliance Foundation’s Chairperson

The US-India Strategic Partnership Forum (USISPF) on October 29 felicitated Nita Ambani, Founder and Chairperson of Reliance Foundation, with the 2023 Global Leadership Award for Philanthropy and Corporate Social Responsibility.

In an event held in New Delhi, the USISPF Chairman John Chambers and the Board of Directors presented the award to Reliance Foundation’s Chairperson.

In her acceptance speech, Nita Ambani said, “I feel honoured and privileged to receive this award. This will energise the entire Reliance Foundation team.” She also announced the launch of a new school led by her daughter, Isha Ambani, who heads Reliance Retail.

“We are delighted to award Nita M Ambani for her tireless efforts to enrich the lives of many Indians. Nita M Ambani is someone who believes that the work is never done and that there is so much more left to accomplish. Ala time of hard power globally, she has shown us the reach and impact of soft power, especially in preserving and promoting India's rich tapestry of arts and showing us that sports is a vital tool in nation-building,” Mukesh Aghi, President and CEO, USISPF posted on X (formally twitter).

In addition to Nita Ambani, the event featured notable speakers such as Olympic shooter and gold medalist Abhinav Bindra, Badminton player Saina Nehwal, and theatre director Feroze Abbas Khan.

(With inputs from CNBC TV18)

Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",270,0.9917042255401611
2023-10-28 20:41:00+05:30,https://www.moneycontrol.com/news/business/announcements/ril-shareholders-overwhelmingly-approve-appointment-of-anant-ambani-to-board-disregard-advice-of-proxy-advisory-firms-11617971.html,"Two proxy advisory firms — Institutional Investor Advisory Services India Ltd (IiAS) and International proxy firm Institutional Shareholder Services (ISS) — had urged RIL shareholders to defeat the proposal to appoint Anant Ambani to the board.

The shareholders of Reliance Industries Ltd (RIL) approved the appointment of Anant Ambani, the younger son of billionaire Mukesh Ambani, to the board of the company by an overwhelming majority, shrugging off the advice of two proxy advisory firms that had urged them to vote against the resolution.

Anant Ambani's appointment as non-executive director of RIL was approved by a whopping 92.2 percent of the company's shareholders, according to the results declared on October 27. The shareholders also approved the appointment of his older siblings Isha Ambani and Akash Ambani as non-executive directors.

Two proxy advisory firms — Institutional Investor Advisory Services India Ltd (IiAS) and International proxy firm Institutional Shareholder Services (ISS) — had urged RIL shareholders to defeat the proposal to appoint Anant Ambani to the board.

IiAS had cited Anant Ambanis's age (28) as the reason for its objection, which it said doesn't align with its voting guidelines. ISS had expressed concerns about his limited leadership experience.

Both proxy firms had supported the appointments of Isha and Akash Ambani, who are 31 years old.

Ingovern, a third proxy advisory firm, supported the appointment of all three siblings as non-executive directors to the RIL Board.

RIL, founded by the siblings’ late grandfather Dhirubhai Ambani, had sought shareholder approval through a remote e-voting process for their appointments as non-executive directors. The e-voting started on September 27 and closed on October 26, following a postal ballot notice on September 25.

RIL Chairman and Managing Director Mukesh Ambani had spoken about mentoring his three children for leadership roles in the company for the next five years at the company's annual general meeting in August. The board's recommendation for the three appointments was seen as the initiation of a succession plan for the company's future.",329,-0.9999572038650513
2023-10-22 12:02:00+05:30,https://www.moneycontrol.com/news/business/markets/mcap-of-top-10-valued-firms-plunge-rs-1-52-lakh-cr-last-week-reliance-tcs-biggest-laggards-11580121.html,"Top 10 company market values fell by Rs 1,52,979.78 crore last week, mainly due to Reliance Industries and TCS losses in a weak market.

The combined market valuation of the top 10 valued companies plunged Rs 1,52,979.78 crore last week, with Reliance Industries and Tata Consultancy Services (TCS) taking the biggest hit in an overall weak trend in equities.

Last week, the BSE benchmark fell 885.12 points or 1.33 per cent. The market valuation of Reliance Industries plummeted Rs 34,876.78 crore to Rs 15,55,531.53 crore. The valuation of TCS plunged Rs 27,827.08 crore to Rs 12,78,564.03 crore. Hindustan Unilever’s market valuation eroded by Rs 18,103.6 crore to Rs 5,86,223.02 crore and that of Bajaj Finance fell by Rs 17,171.75 crore to Rs 4,70,574.90 crore. The market capitalisation (mcap) of ICICI Bank dived Rs 13,518.4 crore to Rs 6,53,120.67 crore and that of ITC dropped Rs 12,533.27 crore to Rs 5,46,537.83 crore. State Bank of India’s valuation declined by Rs 11,512.75 crore to Rs 5,02,678.77 crore and that of HDFC Bank fell by Rs 10,387.09 crore to Rs 11,54,748.49 crore. The mcap of Bharti Airtel slipped Rs 5,139.88 crore to Rs 5,30,896.08 crore and that of Infosys dipped Rs 1,909.18 crore to Rs 5,92,342.82 crore. In the ranking of top 10 firms, Reliance Industries retained the title of the most valued firm followed by TCS, HDFC Bank, ICICI Bank, Infosys, Hindustan Unilever, ITC, Bharti Airtel, State Bank of India and Bajaj Finance.

Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",265,-0.9999971389770508
2023-10-06 13:13:00+05:30,https://www.moneycontrol.com/news/business/jiomart-welcomes-mahendra-singh-dhoni-as-brand-ambassador-11488911.html,"Sandeep Varaganti, CEO, JioMart presents a madhubani painting to brand ambassador MS Dhoni on the occassion

Reliance Retail's JioMart has enlisted Mahendra Singh Dhoni as its brand ambassador. Additionally, JioMart has renamed its festive campaign to ""JioUtsav, Celebrations Of India"", which is set to begin on October 8.

JioMart utsav campaign brings back Dhoni's inference on providing the nation with several occasions to celebrate. Building on the same, the cricketing legend will be seen in a 45-second film where he will celebrate all moments of happiness, festivities and special occasions with his loved ones

Sandeep Varaganti, CEO, JioMart, said, “We found a perfect fit in MS Dhoni as our brand ambassador with his personality representing trust, reliability and assurance just like JioMart. Our new campaign lends itself to celebrating life and all its special moments with our loved ones, ‘shopping’ being an integral part of this revelry. Non-metro regions currently account for around 60 percent of our overall sales, a sign of gradual growth and a true testament to the fruition of our efforts to democratise digital retail.”

“I strongly identify and echo with the values that JioMart stands for, being a homegrown e-commerce brand, they are driven by a purpose to support the digital retail revolution in India. India is known for its vibrant culture, people and festivals, JioMart’s JioUtsav campaign is an ode to the celebration of India and its people. I am very excited to come on board with JioMart and be a part of the shopping journey of millions of Indians,” Dhoni added.

JioMart currently works with 1000+ artisans, selling 1.5 lakh unique products.

Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",292,0.9999948740005493
2023-10-04 16:17:00+05:30,https://www.moneycontrol.com/news/business/companies/rbl-uk-based-superdry-enter-into-ip-agreement-for-india-sri-lanka-bangladesh-markets-11476741.html,"Julian Dunkerton (CEO & Founder, Superdry) with Darshan Mehta (MD, Reliance Brands Limited)

Reliance Brands Limited (RBL), through its wholly-owned subsidiary in the United Kingdom (RBUK), on October 4, signed a definitive agreement to enter into a joint venture with UK-based Superdry PLC, marking a significant new chapter in its partnership with the firm. The joint venture entity will acquire Superdry's intellectual property assets for the India, Sri Lanka, and Bangladesh territories.

RBUK and Superdry will own 76 percent and 24 percent of the joint venture entity, respectively. The consideration for the IP is £40 million, which is estimated to result in Superdry PLC receiving gross cash proceeds worth £30.4 million (approximately £28.3 million net of fees and taxes) from RBUK.

RBL had inked a long-term franchise agreement with Superdry PLC in 2012 and introduced the brand in India.

“This strategic evolution of brand ownership aims to capitalise on the increasing affluence and evolving consumption patterns of Indian shoppers. Coupled with Reliance Brand’s appetite to invest in accelerating Indian consumption narrative, the deal paves the way for Superdry’s future expansion in the country and neighbouring territories,” the company said in a release.

“This announcement represents a natural progression in the brand's ongoing success and popularity in India. The new partnership will enable deeper collaboration between RBL and Superdry PLC, facilitating new sourcing channels, as well as the introduction of India-centric product categories, cost optimization, and long-term investments in brand development,” it added.

Darshan Mehta, MD of Reliance Brands Limited, commented on the development and said, “Superdry has come to define urban cool in India for more than a decade. The journey has been rewarding and fun in equal parts due to working with the hugely talented Superdry team and the sense of camaraderie led by Julian. I look forward with excitement to this new era of our partnership.”

Superdry, which has carved a niche among young Indian consumers, has expanded rapidly to 200 points of sale across 50 cities. E-commerce continues to drive incremental growth for the brand, boosting its reach beyond 2,300 cities in India, underlining RBL-run Superdry India operations as the largest franchisee network of the brand globally, the Reliance Brands release added.

Bollywood actor Kartik Aryan has also been associated with Superdry since 2022 in the capacity of a brand ambassador, featuring prominently in brand campaigns and new launches.

Notably, Superdry UK will maintain a stake in the brand for the Indian territory and will continue to support brand development through sharing expertise in design, product development, and marketing.

Julian Dunkerton, Superdry’s CEO and Founder, said: “We are pleased to be announcing this IP agreement with our long-term partners, Reliance. India represents an incredible opportunity for Superdry, and our excellent existing relationship with Reliance means we will be able to hit the ground running. Under our new partnership, I am confident that the brand will continue to accelerate and build on our success to date to become a major force in the Indian fashion market.”

(Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.)",522,0.9988408565521241
2023-10-01 13:21:00+05:30,https://www.moneycontrol.com/news/india/lakme-fashion-week-fdci-announce-delhi-edition-tarun-tahiliani-amit-aggarwal-part-of-line-up-11459191.html,"Lakme Fashion Week (LFW) and Fashion Design Council of India (FDCI) released the schedule for the upcoming five-day Delhi edition. Renowned designers like Tarun Tahiliani, Amit Aggarwal, Gauri & Nainika, and Anju Modi will feature their creations.

The Lakme Fashion Week (LFW) and Fashion Design Council of India (FDCI) have unveiled the schedule of the upcoming five-day Delhi edition, which will see ace designers Tarun Tahiliani, Amit Aggarwal, Gauri & Nainika and Anju Modi among others showcase their creations.

The upcoming edition of Lakme Fashion Week X FDCI is set to take place from October 11-15 at Pragati Maidan here. The event will open with a grand show, based on Lakme’s Glitterati collection, on October 10 at an offsite location. It will be presented by Lakme, FDCI and Reliance Brands (RBL).

The line-up of designers for the fashion gala include established talent such as Tahiliani, Aggarwal, Varun Bahl, Modi, Falguni Shane Peacock, Ashish N Soni, Paras & Shalini, Pankaj & Nidhi, Samanth Chauhan and Shivan & Narresh.

The platform’s talent discovery programs – INIFD Launchpad and FDCI x Pearl Academy will introduce promising talent to the fashion industry. Harman Dhillon, Vice President, Hindustan Unilever Limited said they are delighted to announce the festive edition of Lakme Fashion Week x FDCI.”This season, our theme – Glitterati, is an invitation to shine with unapologetic confidence and to be the star of your own story. Making this season even more special will be Lakme’s celebration of two design mavericks, whose distinct takes on fashion and femininity have made them icons in India and across the world,” Dhillon said in statement. The opening and the closing designers are yet to be announced by the organisers. Sunil Sethi, Chairman, FDCI, said their goal is to support both young and established designers.

We are thrilled to make our return to New Delhi for this season's Lakme Fashion Week in partnership with FDCI. As we continue to strengthen the platform, which serves as a showcase for the finest design talent in the industry, we are also upbeat about always elevating the business of fashion. Our goal is to support both young and established designers, fostering an environment that encourages innovation and creativity,” he said. Jaspreet Chandok, Group Vice President, Reliance Brands said the upcoming edition will celebrate some of the most impactful and visionary creators from India and across the world. We are back with another power-packed schedule that will be a celebration of the remarkable design talent from India and across the world and a curation of some of the most impactful and visionary creators. We are thankful for the support of our esteemed brand partners, and welcome new collaborators who are embarking on this exciting journey with us,” Chandok said.

All showcases from the five-day event will also be live streamed across the platform's OTT partners JioCinema and Jio TV and Lakme, LFW and FDCI social media channels.

Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",507,0.9475400149822235
2023-09-24 11:40:00+05:30,https://www.moneycontrol.com/news/business/banks/eight-of-top-10-firms-lose-rs-2-28-lakh-crore-in-mcap-hdfc-bank-reliance-biggest-laggards-11416511.html,"The combined market valuation of eight of the 10 most valued firms plunged by Rs 2,28,690.56 crore in a holiday-shortened last week, with HDFC Bank and Reliance Industries taking the biggest hit, amid an overall weak trend in equities.

The combined market valuation of eight of the 10 most valued firms plunged by Rs 2,28,690.56 crore in a holiday-shortened last week, with HDFC Bank and Reliance Industries taking the biggest hit, amid an overall weak trend in equities.

Last week, the BSE benchmark fell 1,829.48 points or 2.69 per cent, and the Nifty declined 518.1 points or 2.56 per cent. Equity markets were closed on Tuesday on account of Ganesh Chaturthi. From the top-10 pack, Reliance Industries, HDFC Bank, ICICI Bank, Infosys, ITC, State Bank of India, Bharti Airtel and Bajaj Finance were the laggards while Tata Consultancy Services (TCS) and Hindustan Unilever were the gainers.

The market valuation of HDFC Bank plummeted by Rs 99,835.27 crore to Rs 11,59,154.60 crore. Shares of the company fell by nearly 8 per cent last week. The valuation of Reliance Industries plunged Rs 71,715.6 crore to Rs 15,92,661.42 crore. The company's shares declined over 4 per cent past week.ICICI Bank's valuation dropped Rs 29,412.17 crore to Rs 6,65,432.34 crore and that of Bharti Airtel fell by Rs 12,964.55 crore to Rs 5,10,759.01 crore.

The market capitalisation (mcap) of Infosys declined by Rs 6,744.34 crore to Rs 6,20,893.53 crore and that of ITC went lower by Rs 6,484.52 crore to Rs 5,52,680.92 crore. The mcap of Bajaj Finance fell by Rs 1,266.37 crore to Rs 4,52,773 crore and that of State Bank of India dipped Rs 267.74 crore to Rs 5,33,781.04 crore.

However, Hindustan Unilever added Rs 2,913.49 crore taking its valuation to Rs 5,83,239.04 crore. The mcap of TCS climbed Rs 1,024.53 crore to Rs 13,18,228.14 crore. In the ranking of top-10 firms, Reliance Industries remained the most valued company followed by TCS, HDFC Bank, ICICI Bank, Infosys, Hindustan Unilever, ITC, State Bank of India, Bharti Airtel and Bajaj Finance.

Disclaimer: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",361,-0.9869577288627625
2023-09-19 08:18:00+05:30,https://www.moneycontrol.com/news/business/hydrogen-boom-after-the-centre-states-begin-to-roll-out-green-hydrogen-policies-11390091.html,"The Indian government is also planning to use green hydrogen and green ammonia as energy storage systems.

After the central government’s announcements regarding incentives to promote green hydrogen production and electrolyser manufacturing in India, states have now started rolling out their own green hydrogen policies and incentives.

The union government approved the National Green Hydrogen Mission (NGHM) on January 4 this year, hoping to become a leading producer and exporter of green hydrogen in the world by hitting an annual production of 5 million metric tons (MMT) by 2030.

The Ministry of New and Renewable Energy (MNRE) accordingly rolled out the NGHM with an initial outlay of Rs 19,744 crore, of which Rs 17,490 crore is for incentives to produce green hydrogen (Rs 13,050 crore) and manufacture electrolysers (Rs 4,440 crore).

Now, a number of states are following suit, offering incentives on the production of the green gas and renewable energy which is needed to make hydrogen ‘green’; subsidies on transmission within their region; SGST reimbursement; government land allotments; and so on.

The good news for producers is that whatever the states offer in terms of subsidies or incentives under their own green hydrogen policies will be in addition to the schemes rolled out by the central government.

“We are seeing great response from states ever since the ministry launched India’s green hydrogen mission. Some states have come out with a green hydrogen policy, while a few others have included the new form of energy in their renewable energy policies. A number of states are working on such policies and will release them in the next few months,” said a senior MNRE official.

Also read: Green hydrogen as energy storage could be as low as Rs 6/kWh: RK Singh.

To avoid any confusion, on August 18, the MNRE released India’s standards for green hydrogen produced in the country. In that, the government has mandated that the carbon emission should not be more than two kilograms of carbon dioxide equivalent per kilogram of hydrogen. Carbon dioxide equivalent is a measure of the total greenhouse gases emitted, expressed in terms of the equivalent measure of carbon dioxide.

Asked if implementation of the central policy could be difficult due to states now bringing in their own policies, the official said it would be otherwise.

“States are free to offer any incentive or subsidy which promotes green hydrogen and renewable energy in their region. Whatever the states offer will be in addition to the incentives offered by the central government. It will be a win-win situation for producers. The definition of green hydrogen has also been released for the convenience of all states and union territories. So, states don’t have to look anywhere else. They will simply follow the standards issued by the Centre,” said the official, requesting anonymity.

Moneycontrol takes a look at some of the states which have released a green hydrogen policy or included it in their energy transition plans. Many states have already signed memorandums of understanding (MoUs) with several big corporates, including NTPC, Reliance, Adani, ArcelorMittal, and Torrent, which have pledged huge investments in green energy projects.

Andhra Pradesh

Only five months after the union cabinet approved the NGHM, the Andhra Pradesh government, on June 20, notified its own green hydrogen and green ammonia policy.

The state has set a green hydrogen production target of 0.5 MTPA (million tons per annum), and green ammonia production target of 2.0 MTPA, in the next five years by harnessing the renewable energy (RE) potential in the region.

Estimating that the AP government’s move will create 12,000 jobs per MTPA of green hydrogen produced, the government is intensively promoting the setting up of green hydrogen, green ammonia, and related manufacturing facilities in the state.

The incentives and offers include the lease of government land at a subsidised rate of Rs 31,000 per acre per year, with an escalation of 5 percent every two years; 100 percent exemption from land-use conversion charges and stamp duty; and any incentive available to industrial units in the state will be made available to green hydrogen and ammonia units too.

It is also offering a 100 percent SGST waiver in the sale of green hydrogen/ammonia; 100 percent waiver of electricity duty levied on RE used to produce the green energy; and reimbursement of cross-subsidy surcharge for five years for energy drawn from RE sources within the state. Cross-subsidy surcharge goes towards the supply of electricity to poor and under-privileged customers.

Maharashtra

On July 4, the Maharashtra government approved its green hydrogen policy and sanctioned Rs 8,562 crore to provide subsidies and benefits to companies producing the green energy or manufacturing electrolysers in the state.

At present, the demand for green hydrogen in the state is 500 kilo tonnes annually, and the state is aiming to create 1.5 million tonnes of production capacity.

The policy includes exemption of cross-subsidy surcharge and additional surcharge in power bills for green electricity procured for the production of green hydrogen; 50 percent exemption from intra-state transmission charges for 10 years from the commissioning of green hydrogen projects, for power procured from RE plants; and 100 percent exemption from electricity duty.

Gujarat

Gujarat plans to give green hydrogen manufacturing the status of a priority sector. The state government has already announced a land allotment policy that offers several benefits to companies investing in green hydrogen projects in the state.

Per the policy, companies must roll out 50 percent of their green hydrogen production capacity within five years of plant commissioning, and 100 percent within eight years. The land, initially provided on a 40-year lease, will be deemed non-agricultural and subject to an annual rent of Rs 15,000 per hectare, increasing by 15 percent every three years.

The Gujarat government aims to become a hub for green hydrogen by building a production capacity of 8 metric tonnes per annum (MTPA) by 2035.

Senior state government officials told Moneycontrol that the incentives are likely to include interest subsidy of 7 percent for 8-10 years with a cap of 1 percent of investment; 80-100 percent net SGST reimbursement for 10 years; and electricity duty exemption, to name a few.

Uttar Pradesh

The Uttar Pradesh (UP) government plans to have a green hydrogen production capacity of nearly 5,00,000 tonnes per annum by 2028, for which the state is drafting its Green Hydrogen Policy, 2023.

The current demand for hydrogen in UP is approximately 9,00,000 tonnes per annum, especially in the fertiliser and refinery sectors. The UP government has announced it will set up two centres of excellence dedicated to green hydrogen research under the UP New and Renewable Energy Development Agency.

Per the draft policy that was floated for public comments last year in November, the incentives proposed are exemption of stamp duty, electricity duty, tax reimbursement, capital interest subsidy, subsidised infra loans, etc. These will be applicable to new green hydrogen/ammonia projects, and green expansion of existing fertiliser units in the state.

Rajasthan

On September 16, the Ashok Gehlot-led state announced its Rajasthan Green Hydrogen Policy, 2023.

The Rajasthan government will offer a 50 percent rebate in transmission and distribution charges for 10 years for 500 KTPA (kilo-tonnes per annum) renewable energy plants to be installed on the state's transmission system.

It will also provide exemption from additional and cross-subsidy surcharges for 10 years if green hydrogen is procured from third parties; priority in land allocation for green hydrogen production; 30 percent subsidy of up to Rs 25 crore for establishing green hydrogen research centres; freedom to bank generated electricity; no capacity restrictions on captive power projects; 100 percent waiver on transmission charges; and reimbursement/waiver of energy banking charges for 7-10 years.

Madhya Pradesh

Madhya Pradesh has included green hydrogen and green ammonia related interventions in its renewable energy policy. In that it has stated that electrolyser manufacturing units with investments greater than or equal to Rs 50 crore will be eligible for special incentives earmarked for the RE equipment manufacturing sector under the industrial promotion policy.

Tamil Nadu and Odisha

While Tamil Nadu is finalising a separate green hydrogen policy, Odisha has announced exemptions on cross-subsidy, additional surcharges, and state transmission charges for 20 years. Odisha is also offering SGST waiver and reimbursement of Rs 3 per unit of green power purchased and consumed from local discoms for 20 years.

Disclosure: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary.",1408,0.9270580808321635
