Date,link
"November 23, 2023 12:45 PM IST",https://www.moneycontrol.com/news/automobile/bajaj-auto-aims-monthly-sales-target-of-10000-triumphs-new-products-lined-up-from-dec-ceo-rajiv-bajaj-11795491.html
"November 23, 2023 09:58 AM IST",https://www.moneycontrol.com/news/automobile/bajaj-auto-likely-to-launch-cng-two-wheelers-in-2025-ceo-rajiv-bajaj-11789001.html
"November 01, 2023 01:40 PM IST",https://www.moneycontrol.com/news/automobile/top-half-of-the-auto-industry-is-outpacing-the-bottom-half-by-2-2-5x-says-rakesh-sharma-of-bajaj-auto-11642941.html
"November 06, 2023 10:15 AM IST",https://www.moneycontrol.com/news/business/automakers-ride-on-new-models-to-record-healthy-sales-numbers-in-oct-11642481.html
"November 01, 2023 12:48 PM IST",https://www.moneycontrol.com/news/business/markets/bajaj-auto-riding-on-3-wheelers-for-next-leg-of-earnings-growth-11569121.html
"October 26, 2023 01:21 PM IST",https://www.moneycontrol.com/news/business/stocks/bajaj-auto-anticipated-to-witness-downtrend-in-second-half-of-expiry-day-11602451.html
"October 21, 2023 01:59 PM IST",https://www.moneycontrol.com/news/business/earnings/bajaj-auto-consolidated-september-2023-net-sales-at-rs-10838-24-crore-up-6-23-y-o-y-11577071.html
"October 20, 2023 03:25 PM IST",https://www.moneycontrol.com/news/business/stocks/neutral-bajaj-auto-target-of-rs-5225-motilal-oswal-11570821.html
"October 20, 2023 07:38 AM IST",https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-bajaj-auto-hero-motocorp-nbcc-for-at-least-10-return-in-short-term-11567341.html
"October 19, 2023 09:51 PM IST",https://www.moneycontrol.com/news/business/stocks/reduce-bajaj-auto-target-of-rs-4800-prabhudas-lilladher-11563011.html
"October 19, 2023 09:53 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-bajaj-auto-target-of-rs-6144-sharekhan-11563371.html
"October 19, 2023 09:47 AM IST",https://www.moneycontrol.com/news/business/earnings/bajaj-auto-rallies-5-after-q2-earnings-beat-street-despite-caution-from-analysts-11559321.html
"October 19, 2023 08:36 AM IST",https://www.moneycontrol.com/news/business/earnings/bajaj-auto-standalone-september-2023-net-sales-at-rs-10777-27-crore-up-5-63-y-o-y-11560131.html
"October 19, 2023 08:22 AM IST",https://www.moneycontrol.com/news/podcast/bajaj-auto-bandhan-bank-and-wipro-q2-numbers-more-market-minutes-11559661.html
"October 18, 2023 09:37 PM IST",https://www.moneycontrol.com/news/business/bajaj-auto-q2-net-profit-rises-20-yoy-to-rs-1836-crore-11548411.html
"October 18, 2023 02:26 PM IST",https://www.moneycontrol.com/news/business/earnings/bajaj-auto-q2-preview-profit-expected-to-rise-despite-fall-in-sales-volume-11547231.html
"October 04, 2023 08:44 AM IST",https://www.moneycontrol.com/news/business/moneycontrol-research/festive-season-brings-early-cheer-to-auto-makers-11473061.html
"October 03, 2023 08:35 PM IST",https://www.moneycontrol.com/news/business/sept-sales-of-electric-two-wheelers-register-modest-monthly-growth-at-62692-units-11467951.html
